"booking_id","customer_id","hotel_id","room_id","check_in_date","check_out_date","nights","adults","children","total_guests","booking_status","payment_status","base_amount_inr","gst_amount_inr","total_amount_inr","paid_amount_inr","booking_date","special_requests","booking_source","cancellation_policy","guest_nationality","created_at"
"IND000121",4171,42,2559,"2025-07-08","2025-07-22",14,1,3,4,"No Show","Paid","62748.00","7529.76","70277.76","55808.48","2025-05-19","Early check-out","Corporate","24 hours before check-in","Foreign","2025-06-21 14:55:13"
"IND000122",3999,42,105,"2025-04-24","2025-04-28",4,6,2,8,"Checked In","Partial","48856.00","5862.72","54718.72","26525.52","2025-04-09","Business meeting setup","MakeMyTrip","24 hours before check-in","Foreign","2025-02-06 14:55:13"
"IND000123",7302,41,2967,"2026-04-02","2026-04-18",16,6,3,9,"Checked In","Pending","378272.00","45392.64","423664.64","230258.04","2026-01-29","High floor room","Agoda","24 hours before check-in","Foreign","2026-03-21 14:55:13"
"IND000124",3562,4,1837,"2026-01-28","2026-01-29",1,3,2,5,"Cancelled","Partial","11913.00","1429.56","13342.56","13338.59","2025-12-18","None","Corporate","24 hours before check-in","Indian","2025-11-05 14:55:13"
"IND000125",2847,24,625,"2025-05-24","2025-06-05",12,5,3,8,"Confirmed","Refunded","149280.00","17913.60","167193.60","49027.96","2025-05-13","Business meeting setup","Phone","24 hours before check-in","Indian","2025-04-12 14:55:13"
"IND000126",2727,12,2075,"2025-06-08","2025-06-13",5,2,1,3,"Checked In","Paid","198255.00","23790.60","222045.60","198764.40","2025-04-08","Cultural tour arrangement","Corporate","24 hours before check-in","Indian","2025-04-02 14:55:13"
"IND000127",2395,12,962,"2025-11-30","2025-12-03",3,3,2,5,"Pending","Pending","40908.00","4908.96","45816.96","17292.09","2025-09-19","Business meeting setup","Phone","24 hours before check-in","Indian","2025-10-10 14:55:13"
"IND000128",1827,8,1563,"2026-01-27","2026-01-30",3,1,1,2,"Confirmed","Partial","29277.00","3513.24","32790.24","28536.80","2025-12-06","Vegetarian meals only","Website","24 hours before check-in","Indian","2025-11-30 14:55:13"
"IND000129",956,24,1883,"2025-06-09","2025-06-17",8,6,1,7,"Confirmed","Pending","274144.00","32897.28","307041.28","94218.39","2025-03-28","Late check-in","Walk-in","24 hours before check-in","Indian","2025-04-14 14:55:13"
"IND000130",4882,47,1348,"2025-09-11","2025-09-30",19,3,2,5,"Cancelled","Pending","224979.00","26997.48","251976.48","214695.31","2025-07-20","Quiet room","Agoda","24 hours before check-in","Foreign","2025-07-21 14:55:13"
"IND000131",4636,27,1419,"2025-05-03","2025-05-17",14,4,2,6,"Checked In","Paid","349454.00","41934.48","391388.48","388315.09","2025-02-03","Honeymoon package","Walk-in","24 hours before check-in","Indian","2025-03-17 14:55:13"
"IND000132",5146,48,2046,"2025-12-13","2025-12-17",4,2,3,5,"Checked Out","Pending","19160.00","2299.20","21459.20","9316.63","2025-10-20","Early check-out","Walk-in","24 hours before check-in","Foreign","2025-11-26 14:55:13"
"IND000133",6104,34,1421,"2025-09-10","2025-09-22",12,5,2,7,"No Show","Paid","394980.00","47397.60","442377.60","318107.08","2025-06-17","Business meeting setup","Phone","24 hours before check-in","Indian","2025-07-11 14:55:13"
"IND000134",1391,21,2788,"2025-11-08","2025-11-29",21,2,2,4,"Checked Out","Pending","795018.00","95402.16","890420.16","120555.50","2025-08-20","Business meeting setup","Phone","24 hours before check-in","Indian","2025-08-30 14:55:13"
"IND000135",1069,46,1602,"2025-07-19","2025-07-31",12,6,2,8,"No Show","Paid","377412.00","45289.44","422701.44","389406.16","2025-07-04","Birthday surprise","MakeMyTrip","24 hours before check-in","Indian","2025-04-29 14:55:13"
"IND000136",6111,32,110,"2025-11-03","2025-11-05",2,2,0,2,"Cancelled","Pending","58060.00","6967.20","65027.20","23438.68","2025-10-05","Airport pickup","OYO","24 hours before check-in","Foreign","2025-11-01 14:55:13"
"IND000137",7374,9,1445,"2026-03-14","2026-03-24",10,1,1,2,"Checked Out","Refunded","212580.00","25509.60","238089.60","37952.00","2026-01-31","Wedding arrangements","Walk-in","24 hours before check-in","Indian","2026-02-23 14:55:13"
"IND000138",843,10,1462,"2025-08-11","2025-08-31",20,6,2,8,"Checked Out","Refunded","571640.00","68596.80","640236.80","164197.68","2025-06-04","Honeymoon package","Agoda","24 hours before check-in","Indian","2025-07-13 14:55:13"
"IND000139",7635,23,295,"2025-09-11","2025-09-26",15,1,4,5,"Cancelled","Pending","247815.00","29737.80","277552.80","238072.15","2025-08-11","Ayurvedic spa booking","Booking.com","24 hours before check-in","Indian","2025-08-01 14:55:13"
"IND000140",7372,2,2013,"2025-11-12","2025-11-23",11,2,1,3,"No Show","Partial","367774.00","44132.88","411906.88","358827.56","2025-09-27","Ayurvedic spa booking","Goibibo","24 hours before check-in","Indian","2025-10-02 14:55:13"
"IND000141",5840,15,2904,"2025-05-31","2025-06-09",9,3,0,3,"Cancelled","Pending","177867.00","21344.04","199211.04","141923.46","2025-03-07","Anniversary celebration","Website","24 hours before check-in","Indian","2025-04-15 14:55:13"
"IND000142",5627,39,1128,"2026-01-03","2026-01-21",18,2,0,2,"No Show","Refunded","200664.00","24079.68","224743.68","132958.90","2025-11-16","Anniversary celebration","Goibibo","24 hours before check-in","Indian","2025-12-23 14:55:13"
"IND000143",1085,40,980,"2025-12-22","2025-12-25",3,4,1,5,"No Show","Pending","109428.00","13131.36","122559.36","74236.17","2025-12-04","Extra towels","Agoda","24 hours before check-in","Foreign","2025-10-20 14:55:13"
"IND000144",2546,5,99,"2025-09-20","2025-10-02",12,6,1,7,"Pending","Paid","257484.00","30898.08","288382.08","58282.99","2025-08-01","None","Booking.com","24 hours before check-in","Foreign","2025-09-14 14:55:13"
"IND000145",6643,5,719,"2025-07-17","2025-08-02",16,4,3,7,"Pending","Pending","540464.00","64855.68","605319.68","569564.58","2025-05-21","Vegetarian meals only","Phone","24 hours before check-in","Indian","2025-06-22 14:55:13"
"IND000146",2011,24,2966,"2025-08-09","2025-08-15",6,6,0,6,"Checked Out","Partial","83058.00","9966.96","93024.96","51867.35","2025-07-03","Business meeting setup","Booking.com","24 hours before check-in","Indian","2025-06-08 14:55:13"
"IND000147",311,18,877,"2026-02-14","2026-02-26",12,4,1,5,"Confirmed","Partial","39492.00","4739.04","44231.04","6707.56","2025-12-29","Honeymoon package","Website","24 hours before check-in","Indian","2026-01-07 14:55:13"
"IND000148",4037,40,555,"2025-05-09","2025-05-30",21,1,1,2,"No Show","Pending","158655.00","19038.60","177693.60","27412.81","2025-03-11","Birthday surprise","Booking.com","24 hours before check-in","Foreign","2025-02-18 14:55:13"
"IND000149",7195,20,1939,"2026-03-17","2026-04-02",16,6,3,9,"Confirmed","Paid","363504.00","43620.48","407124.48","143761.05","2026-02-14","Early check-out","Goibibo","24 hours before check-in","Indian","2026-03-09 14:55:13"
"IND000150",5584,27,1594,"2025-06-07","2025-06-13",6,1,2,3,"Checked In","Partial","181086.00","21730.32","202816.32","197770.22","2025-05-15","Ayurvedic spa booking","Travel Agent","24 hours before check-in","Indian","2025-04-02 14:55:13"
"IND000151",5959,31,2215,"2025-11-01","2025-11-18",17,1,0,1,"Cancelled","Partial","497471.00","59696.52","557167.52","246085.35","2025-09-30","Quiet room","Booking.com","24 hours before check-in","Foreign","2025-09-11 14:55:13"
"IND000152",582,25,544,"2025-09-02","2025-09-23",21,6,4,10,"Checked Out","Paid","562863.00","67543.56","630406.56","115525.83","2025-07-26","Early check-out","OYO","24 hours before check-in","Foreign","2025-06-09 14:55:13"
"IND000153",5723,28,1462,"2025-05-30","2025-06-01",2,4,4,8,"Checked Out","Refunded","69516.00","8341.92","77857.92","54701.94","2025-04-17","Business meeting setup","OYO","24 hours before check-in","Foreign","2025-03-15 14:55:13"
"IND000154",4432,1,23,"2025-12-06","2025-12-24",18,1,2,3,"Confirmed","Pending","540702.00","64884.24","605586.24","223280.90","2025-11-22","High floor room","OYO","24 hours before check-in","Indian","2025-10-08 14:55:13"
"IND000155",2979,8,1376,"2025-05-19","2025-06-03",15,3,2,5,"No Show","Pending","273135.00","32776.20","305911.20","102390.60","2025-04-03","None","Corporate","24 hours before check-in","Indian","2025-03-16 14:55:13"
"IND000156",4133,18,720,"2026-01-21","2026-02-06",16,4,4,8,"Confirmed","Paid","153776.00","18453.12","172229.12","127445.94","2025-11-13","Extra towels","Website","24 hours before check-in","Indian","2025-10-25 14:55:13"
"IND000157",6548,11,2896,"2026-01-01","2026-01-09",8,1,1,2,"Pending","Partial","313168.00","37580.16","350748.16","72233.15","2025-10-26","Quiet room","Corporate","24 hours before check-in","Foreign","2025-10-04 14:55:13"
"IND000158",1687,39,207,"2025-05-09","2025-05-27",18,4,2,6,"Checked Out","Partial","232326.00","27879.12","260205.12","38023.19","2025-04-20","Anniversary celebration","MakeMyTrip","24 hours before check-in","Indian","2025-04-11 14:55:13"
"IND000159",3981,42,905,"2025-08-03","2025-08-12",9,3,2,5,"No Show","Partial","242631.00","29115.72","271746.72","153877.59","2025-06-30","Birthday surprise","OYO","24 hours before check-in","Indian","2025-05-08 14:55:13"
"IND000160",5026,50,2640,"2025-07-18","2025-08-07",20,4,1,5,"Cancelled","Paid","524680.00","62961.60","587641.60","558632.12","2025-05-08","Cultural tour arrangement","OYO","24 hours before check-in","Foreign","2025-05-23 14:55:13"
"IND000161",1322,25,1253,"2026-04-01","2026-04-07",6,4,4,8,"Cancelled","Pending","111498.00","13379.76","124877.76","107011.76","2026-02-13","Honeymoon package","Corporate","24 hours before check-in","Foreign","2026-01-06 14:55:13"
"IND000162",7648,35,2859,"2025-07-21","2025-07-26",5,6,3,9,"Pending","Pending","111605.00","13392.60","124997.60","62087.25","2025-07-13","Extra towels","Corporate","24 hours before check-in","Indian","2025-06-11 14:55:13"
"IND000163",1647,32,118,"2026-02-21","2026-03-01",8,4,2,6,"Checked In","Paid","116920.00","14030.40","130950.40","107478.71","2026-01-07","Cultural tour arrangement","Goibibo","24 hours before check-in","Foreign","2025-12-30 14:55:13"
"IND000164",6806,22,1962,"2025-09-23","2025-09-25",2,3,3,6,"Checked Out","Partial","29270.00","3512.40","32782.40","23308.72","2025-09-17","Extra towels","Travel Agent","24 hours before check-in","Foreign","2025-07-03 14:55:13"
"IND000165",2876,23,1167,"2026-04-16","2026-04-27",11,6,4,10,"Checked In","Refunded","112244.00","13469.28","125713.28","110449.53","2026-04-15","Honeymoon package","Corporate","24 hours before check-in","Indian","2026-03-26 14:55:13"
"IND000166",7213,2,681,"2026-01-13","2026-02-01",19,1,0,1,"Checked In","Refunded","59945.00","7193.40","67138.40","61209.32","2025-11-12","Vegetarian meals only","OYO","24 hours before check-in","Indian","2025-11-07 14:55:13"
"IND000167",3812,29,1650,"2026-04-03","2026-04-24",21,3,4,7,"Pending","Pending","697578.00","83709.36","781287.36","554360.09","2026-01-31","Late check-in","Booking.com","24 hours before check-in","Indian","2026-01-17 14:55:13"
"IND000168",782,39,2802,"2026-01-28","2026-01-29",1,1,3,4,"Confirmed","Paid","30344.00","3641.28","33985.28","24265.28","2026-01-22","Business meeting setup","Corporate","24 hours before check-in","Foreign","2026-01-03 14:55:13"
"IND000169",4594,28,2032,"2025-09-07","2025-09-14",7,2,4,6,"Checked In","Refunded","91189.00","10942.68","102131.68","98066.95","2025-08-21","Airport pickup","Travel Agent","24 hours before check-in","Indian","2025-06-24 14:55:13"
"IND000170",6101,45,2992,"2025-12-21","2026-01-09",19,3,4,7,"Checked Out","Paid","245081.00","29409.72","274490.72","164835.11","2025-11-10","Business meeting setup","Corporate","24 hours before check-in","Foreign","2025-11-05 14:55:13"
"IND000171",3255,41,2806,"2025-07-09","2025-07-16",7,1,1,2,"Cancelled","Pending","191191.00","22942.92","214133.92","178046.26","2025-05-24","None","Goibibo","24 hours before check-in","Foreign","2025-07-05 14:55:13"
"IND000172",6565,37,798,"2025-12-26","2025-12-28",2,5,3,8,"Confirmed","Refunded","42712.00","5125.44","47837.44","19755.15","2025-12-12","Birthday surprise","Website","24 hours before check-in","Indian","2025-11-15 14:55:13"
"IND000173",1622,19,7,"2025-12-03","2025-12-10",7,3,0,3,"Confirmed","Refunded","243971.00","29276.52","273247.52","91952.52","2025-11-29","Late check-in","MakeMyTrip","24 hours before check-in","Foreign","2025-10-26 14:55:13"
"IND000174",4785,4,2747,"2026-02-22","2026-03-02",8,1,4,5,"No Show","Partial","222376.00","26685.12","249061.12","48318.51","2026-01-05","Business meeting setup","Goibibo","24 hours before check-in","Foreign","2025-11-29 14:55:13"
"IND000175",6117,38,394,"2026-02-15","2026-03-02",15,3,2,5,"No Show","Pending","351180.00","42141.60","393321.60","309980.29","2026-01-03","Early check-out","Agoda","24 hours before check-in","Indian","2025-12-03 14:55:13"
"IND000176",25,25,1462,"2026-02-12","2026-02-24",12,1,0,1,"No Show","Refunded","52332.00","6279.84","58611.84","29829.03","2026-01-18","Anniversary celebration","OYO","24 hours before check-in","Indian","2026-01-14 14:55:13"
"IND000177",1590,1,1786,"2025-11-23","2025-11-24",1,5,3,8,"Confirmed","Pending","18832.00","2259.84","21091.84","13042.03","2025-09-14","Cultural tour arrangement","Travel Agent","24 hours before check-in","Indian","2025-10-30 14:55:13"
"IND000178",3347,26,2696,"2025-07-18","2025-08-02",15,1,0,1,"Checked Out","Refunded","564285.00","67714.20","631999.20","625029.51","2025-07-16","Anniversary celebration","Website","24 hours before check-in","Indian","2025-06-17 14:55:13"
"IND000179",4066,13,1690,"2025-08-30","2025-09-12",13,1,0,1,"Checked In","Pending","149526.00","17943.12","167469.12","45605.67","2025-06-28","Ayurvedic spa booking","OYO","24 hours before check-in","Indian","2025-06-17 14:55:13"
"IND000180",325,45,75,"2025-08-14","2025-08-26",12,4,2,6,"No Show","Partial","115248.00","13829.76","129077.76","119606.44","2025-07-29","High floor room","Website","24 hours before check-in","Indian","2025-06-01 14:55:13"
"IND000181",6223,36,2021,"2025-05-14","2025-06-02",19,3,4,7,"Pending","Paid","391951.00","47034.12","438985.12","291804.93","2025-03-21","Ayurvedic spa booking","Agoda","24 hours before check-in","Indian","2025-04-12 14:55:13"
"IND000182",1948,39,2003,"2026-04-13","2026-04-21",8,4,2,6,"Pending","Pending","191584.00","22990.08","214574.08","154759.04","2026-03-05","Extra towels","Phone","24 hours before check-in","Indian","2026-04-05 14:55:13"
"IND000183",5054,15,1656,"2026-02-18","2026-02-28",10,3,0,3,"Cancelled","Partial","286750.00","34410.00","321160.00","258422.15","2025-12-21","None","Goibibo","24 hours before check-in","Indian","2026-01-22 14:55:13"
"IND000184",6795,40,2071,"2025-07-25","2025-08-07",13,3,2,5,"Confirmed","Pending","73125.00","8775.00","81900.00","21632.35","2025-04-26","Honeymoon package","Travel Agent","24 hours before check-in","Indian","2025-05-15 14:55:13"
"IND000185",4391,14,2481,"2026-03-29","2026-04-18",20,5,3,8,"Confirmed","Paid","260700.00","31284.00","291984.00","117553.03","2026-01-02","Birthday surprise","Walk-in","24 hours before check-in","Foreign","2026-02-18 14:55:13"
"IND000186",4723,44,2802,"2026-01-24","2026-02-11",18,6,4,10,"Cancelled","Partial","80676.00","9681.12","90357.12","34805.69","2026-01-17","Wedding arrangements","Phone","24 hours before check-in","Foreign","2025-12-10 14:55:13"
"IND000187",2750,18,809,"2025-08-17","2025-09-05",19,6,3,9,"Cancelled","Pending","49495.00","5939.40","55434.40","39136.87","2025-07-23","Early check-out","OYO","24 hours before check-in","Foreign","2025-07-07 14:55:13"
"IND000188",6991,33,1061,"2025-11-18","2025-11-26",8,1,0,1,"No Show","Pending","168064.00","20167.68","188231.68","38415.97","2025-08-25","Anniversary celebration","Agoda","24 hours before check-in","Foreign","2025-09-23 14:55:13"
"IND000189",2219,50,893,"2025-08-24","2025-08-30",6,4,0,4,"Pending","Pending","20952.00","2514.24","23466.24","4415.90","2025-06-11","Business meeting setup","Booking.com","24 hours before check-in","Foreign","2025-07-20 14:55:13"
"IND000190",7178,2,182,"2025-09-12","2025-09-13",1,1,3,4,"Cancelled","Refunded","15364.00","1843.68","17207.68","12956.75","2025-07-25","Late check-in","Corporate","24 hours before check-in","Indian","2025-09-02 14:55:13"
"IND000191",6213,20,104,"2026-03-22","2026-03-25",3,4,2,6,"Checked In","Paid","99405.00","11928.60","111333.60","49819.00","2026-01-26","None","Travel Agent","24 hours before check-in","Indian","2026-01-26 14:55:13"
"IND000192",4613,33,1802,"2025-06-23","2025-06-26",3,1,4,5,"Checked Out","Refunded","53379.00","6405.48","59784.48","32421.78","2025-05-28","Extra towels","Corporate","24 hours before check-in","Foreign","2025-05-16 14:55:13"
"IND000193",6713,40,2444,"2025-04-21","2025-05-12",21,6,0,6,"Confirmed","Partial","161259.00","19351.08","180610.08","122804.08","2025-02-16","Ayurvedic spa booking","Goibibo","24 hours before check-in","Indian","2025-01-22 14:55:13"
"IND000194",783,37,1359,"2026-03-04","2026-03-09",5,4,4,8,"Checked In","Pending","145390.00","17446.80","162836.80","71796.29","2026-01-04","Extra towels","Booking.com","24 hours before check-in","Foreign","2026-01-11 14:55:13"
"IND000195",2262,44,298,"2025-07-10","2025-07-27",17,6,0,6,"Confirmed","Partial","188088.00","22570.56","210658.56","35391.19","2025-04-24","Airport pickup","Walk-in","24 hours before check-in","Foreign","2025-07-03 14:55:13"
"IND000196",2878,50,2909,"2025-08-22","2025-08-31",9,5,4,9,"Checked Out","Refunded","133380.00","16005.60","149385.60","87060.20","2025-07-19","Airport pickup","Travel Agent","24 hours before check-in","Indian","2025-07-31 14:55:13"
