"maintenance_id","hotel_id","room_id","issue_type","priority","description","reported_date","reported_by","assigned_staff","status","completion_date","cost_inr","gst_amount_inr","total_cost_inr","parts_used","vendor_involved","guest_impact","follow_up_required","warranty_applicable","created_at","updated_at"
"MNT000413",50,1158,"AC Repair","Medium","AC not cooling properly","2025-06-17 15:57:10","EMP0690","EMP0018","Cancelled","2025-07-01 15:57:10","2145.07","386.11","2531.18","Door Handle","Local Contractor","Minor",True,False,"2025-06-17 15:57:10","2025-07-01 15:57:10"
"MNT000414",33,2164,"Furniture Repair","High","Carpet cleaning required","2025-04-28 15:57:10","EMP0422","EMP0201","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-04-28 15:57:10","2025-08-19 15:57:10"
"MNT000415",10,864,"Ceiling Fan","Critical","AC not cooling properly","2025-03-24 15:57:10","EMP0140","EMP0564","Open","2025-03-30 15:57:10","20561.79","3701.12","24262.91","Door Handle","Local Contractor","Major",True,True,"2025-03-24 15:57:10","2025-03-30 15:57:10"
"MNT000416",15,1262,"Electrical","Medium","TV remote not working","2025-03-25 15:57:10","EMP0603","EMP0217","Completed","2025-03-26 15:57:10","1003.54","180.64","1184.18","Geyser Element","In-house","Minor",False,False,"2025-03-25 15:57:10","2025-03-26 15:57:10"
"MNT000417",30,NULL,"Furniture Repair","High","Mini-bar not working","2025-06-18 15:57:10","EMP0783","EMP0457","Completed","2025-07-03 15:57:10","4834.16","870.15","5704.31","Remote Battery","Local Contractor","Major",False,True,"2025-06-18 15:57:10","2025-07-03 15:57:10"
"MNT000418",30,1427,"Pest Control","High","Balcony door handle broken","2025-02-28 15:57:10","EMP0628","EMP0768","In Progress","2025-03-16 15:57:10","4203.57","756.64","4960.21","Tap Washer","Local Contractor","Major",True,True,"2025-02-28 15:57:10","2025-03-16 15:57:10"
"MNT000419",50,1892,"Window Repair","Critical","Bathroom tap leaking","2025-08-08 15:57:10","EMP0041","EMP0730","Completed","2025-08-14 15:57:10","21822.86","3928.11","25750.97","Fan Belt","Local Contractor","None",True,False,"2025-08-08 15:57:10","2025-08-14 15:57:10"
"MNT000420",36,397,"Plumbing","High","Paint peeling off walls","2025-06-28 15:57:10","EMP0020","EMP0610","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-06-28 15:57:10","2025-08-19 15:57:10"
"MNT000421",24,2910,"TV/Electronics","Medium","Room door lock issue","2025-06-03 15:57:10","EMP0740","EMP0584","Cancelled","2025-06-14 15:57:10","1223.46","220.22","1443.68","Lock Mechanism","In-house","Minor",True,True,"2025-06-03 15:57:10","2025-06-14 15:57:10"
"MNT000422",36,2436,"Window Repair","High","Room door lock issue","2025-07-25 15:57:10","EMP0066","EMP0458","In Progress","2025-08-04 15:57:10","4922.07","885.97","5808.04","Geyser Element","Brand Service Center","None",False,False,"2025-07-25 15:57:10","2025-08-04 15:57:10"
"MNT000423",24,1431,"TV/Electronics","Medium","Bathroom tap leaking","2025-04-29 15:57:10","EMP0338","EMP0230","Cancelled","2025-05-15 15:57:10","1956.97","352.25","2309.22","Door Handle","In-house","Minor",False,False,"2025-04-29 15:57:10","2025-05-15 15:57:10"
"MNT000424",36,1824,"Lock Repair","High","Window blind repair","2025-05-17 15:57:10","EMP0509","EMP0589","On Hold","2025-05-28 15:57:10","4179.92","752.39","4932.31","Lock Mechanism","Brand Service Center","None",False,False,"2025-05-17 15:57:10","2025-05-28 15:57:10"
"MNT000425",8,1432,"Carpentry","Low","WiFi connectivity issue","2025-04-15 15:57:10","EMP0263","EMP0221","Cancelled","2025-05-06 15:57:10","1412.52","254.25","1666.77","Fan Belt","In-house","None",True,False,"2025-04-15 15:57:10","2025-05-06 15:57:10"
"MNT000426",42,504,"AC Repair","High","Ceiling fan making noise","2025-05-19 15:57:10","EMP0300","EMP0086","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-05-19 15:57:10","2025-08-19 15:57:10"
"MNT000427",2,2602,"Room Cleaning","Low","Geyser not heating water","2025-02-23 15:57:10","EMP0265","EMP0069","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-02-23 15:57:10","2025-08-19 15:57:10"
"MNT000428",41,2155,"Plumbing","High","Balcony door handle broken","2025-05-28 15:57:10","EMP0303","EMP0746","Open","2025-06-01 15:57:10","4607.45","829.34","5436.79","Fan Belt","Local Contractor","Minor",False,True,"2025-05-28 15:57:10","2025-06-01 15:57:10"
"MNT000429",6,2465,"Pest Control","Low","Window blind repair","2025-08-09 15:57:10","EMP0706","EMP0424","Open","2025-08-29 15:57:10","2203.08","396.55","2599.63","Tap Washer","In-house","None",True,True,"2025-08-09 15:57:10","2025-08-29 15:57:10"
"MNT000430",13,1518,"Electrical","Low","Paint peeling off walls","2025-07-12 15:57:10","EMP0249","EMP0465","On Hold","2025-07-17 15:57:10","1785.79","321.44","2107.23","Geyser Element","In-house","None",False,False,"2025-07-12 15:57:10","2025-07-17 15:57:10"
"MNT000431",36,724,"Window Repair","High","Window blind repair","2025-04-04 15:57:10","EMP0753","EMP0223","Completed","2025-04-09 15:57:10","6585.03","1185.31","7770.34","Paint","Local Contractor","None",False,False,"2025-04-04 15:57:10","2025-04-09 15:57:10"
"MNT000432",16,2051,"Furniture Repair","Critical","Window blind repair","2025-06-22 15:57:10","EMP0341","EMP0431","Cancelled","2025-07-02 15:57:10","19141.42","3445.46","22586.88","Tap Washer","Brand Service Center","Minor",False,True,"2025-06-22 15:57:10","2025-07-02 15:57:10"
"MNT000433",12,2317,"Plumbing","Critical","TV remote not working","2025-07-04 15:57:10","EMP0022","EMP0526","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-07-04 15:57:10","2025-08-19 15:57:10"
"MNT000434",50,2008,"Furniture Repair","Medium","WiFi connectivity issue","2025-06-09 15:57:10","EMP0395","EMP0274","Cancelled","2025-06-11 15:57:10","1100.35","198.06","1298.41","None","In-house","None",False,False,"2025-06-09 15:57:10","2025-06-11 15:57:10"
"MNT000435",43,931,"Geyser Repair","Critical","TV remote not working","2025-03-12 15:57:10","EMP0226","EMP0106","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-03-12 15:57:10","2025-08-19 15:57:10"
"MNT000436",50,761,"AC Repair","Critical","Room door lock issue","2025-06-16 15:57:10","EMP0255","EMP0505","Open","2025-07-02 15:57:10","9096.90","1637.44","10734.34","Lock Mechanism","Brand Service Center","Major",True,False,"2025-06-16 15:57:10","2025-07-02 15:57:10"
"MNT000437",40,2835,"Pest Control","Critical","Light bulb replacement needed","2025-04-28 15:57:10","EMP0382","EMP0660","Completed","2025-04-30 15:57:10","12187.61","2193.77","14381.38","Remote Battery","Local Contractor","Minor",False,True,"2025-04-28 15:57:10","2025-04-30 15:57:10"
"MNT000438",29,2904,"Geyser Repair","Critical","Bathroom tap leaking","2025-05-07 15:57:10","EMP0225","EMP0685","In Progress","2025-05-28 15:57:10","21770.74","3918.73","25689.47","None","Local Contractor","None",False,False,"2025-05-07 15:57:10","2025-05-28 15:57:10"
"MNT000439",31,1003,"Painting","High","Geyser not heating water","2025-04-23 15:57:10","EMP0545","EMP0027","Completed","2025-05-02 15:57:10","2843.25","511.78","3355.03","Tap Washer","Local Contractor","Major",False,True,"2025-04-23 15:57:10","2025-05-02 15:57:10"
"MNT000440",33,699,"Ceiling Fan","Critical","Light bulb replacement needed","2025-07-06 15:57:10","EMP0694","EMP0009","On Hold","2025-07-12 15:57:10","17768.91","3198.40","20967.31","AC Filter","In-house","None",False,True,"2025-07-06 15:57:10","2025-07-12 15:57:10"
"MNT000441",8,2141,"Electrical","High","TV remote not working","2025-06-26 15:57:10","EMP0084","EMP0027","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-06-26 15:57:10","2025-08-19 15:57:10"
"MNT000442",19,NULL,"Bathroom Fixtures","Low","Bathroom tap leaking","2025-03-14 15:57:10","EMP0608","EMP0259","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-03-14 15:57:10","2025-08-19 15:57:10"
"MNT000443",15,1951,"Window Repair","Critical","Mini-bar not working","2025-04-03 15:57:10","EMP0028","EMP0719","In Progress","2025-04-09 15:57:10","12978.13","2336.06","15314.19","Geyser Element","Local Contractor","None",False,True,"2025-04-03 15:57:10","2025-04-09 15:57:10"
"MNT000444",15,1969,"Electrical","High","WiFi connectivity issue","2025-08-11 15:57:10","EMP0106","EMP0455","In Progress","2025-08-12 15:57:10","1684.07","303.13","1987.20","Fan Belt","In-house","Minor",True,True,"2025-08-11 15:57:10","2025-08-12 15:57:10"
"MNT000445",47,1459,"Furniture Repair","Low","Mini-bar not working","2025-05-07 15:57:10","EMP0634","EMP0427","Cancelled","2025-05-24 15:57:10","2246.32","404.34","2650.66","Door Handle","Brand Service Center","Minor",True,True,"2025-05-07 15:57:10","2025-05-24 15:57:10"
"MNT000446",48,164,"Ceiling Fan","Critical","Balcony door handle broken","2025-04-02 15:57:10","EMP0528","EMP0103","Open","2025-04-03 15:57:10","17035.67","3066.42","20102.09","None","Brand Service Center","Minor",True,False,"2025-04-02 15:57:10","2025-04-03 15:57:10"
"MNT000447",15,1997,"Lock Repair","Medium","Geyser not heating water","2025-05-12 15:57:10","EMP0603","EMP0641","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-05-12 15:57:10","2025-08-19 15:57:10"
"MNT000448",17,1669,"Ceiling Fan","High","Ceiling fan making noise","2025-07-10 15:57:10","EMP0704","EMP0115","Cancelled","2025-07-20 15:57:10","6808.58","1225.54","8034.12","Door Handle","In-house","Major",True,False,"2025-07-10 15:57:10","2025-07-20 15:57:10"
"MNT000449",29,NULL,"Electrical","Medium","Bathroom tap leaking","2025-04-10 15:57:10","EMP0720","EMP0166","Cancelled","2025-04-13 15:57:10","2140.33","385.26","2525.59","AC Filter","Local Contractor","Major",True,True,"2025-04-10 15:57:10","2025-04-13 15:57:10"
"MNT000450",3,176,"Electrical","Low","Geyser not heating water","2025-03-12 15:57:10","EMP0785","EMP0652","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-03-12 15:57:10","2025-08-19 15:57:10"
"MNT000451",29,2577,"TV/Electronics","Medium","Bathroom tap leaking","2025-05-14 15:57:10","EMP0310","EMP0024","Cancelled","2025-05-29 15:57:10","773.35","139.20","912.55","Paint","In-house","Minor",False,False,"2025-05-14 15:57:10","2025-05-29 15:57:10"
"MNT000452",6,NULL,"Plumbing","Low","Bathroom tap leaking","2025-08-10 15:57:10","EMP0109","EMP0167","In Progress","2025-08-13 15:57:10","2112.32","380.22","2492.54","Door Handle","In-house","None",True,True,"2025-08-10 15:57:10","2025-08-13 15:57:10"
"MNT000453",30,2150,"Furniture Repair","Medium","WiFi connectivity issue","2025-03-09 15:57:10","EMP0617","EMP0746","Cancelled","2025-03-19 15:57:10","1405.44","252.98","1658.42","Fan Belt","In-house","Minor",False,True,"2025-03-09 15:57:10","2025-03-19 15:57:10"
"MNT000454",37,NULL,"Furniture Repair","Critical","WiFi connectivity issue","2025-03-11 15:57:10","EMP0311","EMP0545","In Progress","2025-03-27 15:57:10","9444.36","1699.98","11144.34","Paint","Brand Service Center","Minor",True,False,"2025-03-11 15:57:10","2025-03-27 15:57:10"
"MNT000455",25,238,"Pest Control","High","Paint peeling off walls","2025-08-07 15:57:10","EMP0196","EMP0728","Open","2025-08-12 15:57:10","4745.36","854.16","5599.52","AC Filter","Brand Service Center","None",True,True,"2025-08-07 15:57:10","2025-08-12 15:57:10"
"MNT000456",33,1090,"AC Repair","High","Carpet cleaning required","2025-03-20 15:57:10","EMP0399","EMP0327","Cancelled","2025-03-25 15:57:10","6516.63","1172.99","7689.62","Tap Washer","Brand Service Center","Major",True,False,"2025-03-20 15:57:10","2025-03-25 15:57:10"
"MNT000457",6,2397,"Furniture Repair","Medium","Room door lock issue","2025-06-17 15:57:10","EMP0297","EMP0505","Cancelled","2025-07-02 15:57:10","1067.98","192.24","1260.22","AC Filter","In-house","Minor",False,True,"2025-06-17 15:57:10","2025-07-02 15:57:10"
"MNT000458",15,NULL,"Furniture Repair","Medium","Light bulb replacement needed","2025-07-29 15:57:10","EMP0719","EMP0490","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-07-29 15:57:10","2025-08-19 15:57:10"
"MNT000459",40,2477,"Plumbing","High","Light bulb replacement needed","2025-04-07 15:57:10","EMP0226","EMP0454","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-04-07 15:57:10","2025-08-19 15:57:10"
"MNT000460",30,1188,"Geyser Repair","High","Mini-bar not working","2025-08-10 15:57:10","EMP0360","EMP0133","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-08-10 15:57:10","2025-08-19 15:57:10"
"MNT000461",44,1329,"Carpentry","Medium","Carpet cleaning required","2025-08-07 15:57:10","EMP0183","EMP0577","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-08-07 15:57:10","2025-08-19 15:57:10"
"MNT000462",8,728,"Carpentry","Low","TV remote not working","2025-06-17 15:57:10","EMP0058","EMP0259","Completed","2025-06-27 15:57:10","2206.10","397.10","2603.20","Tap Washer","Local Contractor","Minor",False,False,"2025-06-17 15:57:10","2025-06-27 15:57:10"
"MNT000463",50,NULL,"Pest Control","Medium","Bathroom exhaust fan noise","2025-04-28 15:57:10","EMP0439","EMP0096","Open","2025-05-13 15:57:10","1814.57","326.62","2141.19","Geyser Element","In-house","Minor",True,False,"2025-04-28 15:57:10","2025-05-13 15:57:10"
"MNT000464",15,2313,"TV/Electronics","Low","Balcony door handle broken","2025-03-28 15:57:10","EMP0407","EMP0238","Cancelled","2025-04-18 15:57:10","2768.15","498.27","3266.42","Door Handle","Brand Service Center","Major",True,False,"2025-03-28 15:57:10","2025-04-18 15:57:10"
"MNT000465",43,NULL,"TV/Electronics","Low","Bathroom tap leaking","2025-04-30 15:57:10","EMP0773","EMP0387","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-04-30 15:57:10","2025-08-19 15:57:10"
"MNT000466",8,1554,"Furniture Repair","Medium","Bed sheet stains","2025-04-26 15:57:10","EMP0455","EMP0561","On Hold","2025-05-05 15:57:10","1618.32","291.30","1909.62","Lock Mechanism","In-house","None",True,False,"2025-04-26 15:57:10","2025-05-05 15:57:10"
"MNT000467",13,1458,"Ceiling Fan","Medium","Paint peeling off walls","2025-06-11 15:57:10","EMP0055","EMP0635","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-06-11 15:57:10","2025-08-19 15:57:10"
"MNT000468",4,2146,"Room Cleaning","Low","Paint peeling off walls","2025-05-15 15:57:10","EMP0682","EMP0154","Completed","2025-05-27 15:57:10","864.04","155.53","1019.57","Fan Belt","In-house","Minor",False,True,"2025-05-15 15:57:10","2025-05-27 15:57:10"
"MNT000469",24,2952,"Electrical","Critical","Room door lock issue","2025-07-13 15:57:10","EMP0255","EMP0152","Cancelled","2025-07-27 15:57:10","14296.40","2573.35","16869.75","Fan Belt","Local Contractor","Major",False,True,"2025-07-13 15:57:10","2025-07-27 15:57:10"
"MNT000470",24,NULL,"TV/Electronics","Critical","Bathroom exhaust fan noise","2025-06-06 15:57:10","EMP0794","EMP0580","On Hold","2025-06-14 15:57:10","5739.17","1033.05","6772.22","Door Handle","In-house","Minor",True,False,"2025-06-06 15:57:10","2025-06-14 15:57:10"
"MNT000471",32,2068,"Painting","Critical","Mini-bar not working","2025-07-05 15:57:10","EMP0533","EMP0340","Cancelled","2025-07-14 15:57:10","24351.67","4383.30","28734.97","AC Filter","In-house","Major",False,False,"2025-07-05 15:57:10","2025-07-14 15:57:10"
"MNT000472",3,1832,"Window Repair","Medium","Balcony door handle broken","2025-07-12 15:57:10","EMP0711","EMP0782","On Hold","2025-07-15 15:57:10","2107.67","379.38","2487.05","AC Filter","Brand Service Center","Major",False,False,"2025-07-12 15:57:10","2025-07-15 15:57:10"
"MNT000473",45,230,"Painting","High","TV remote not working","2025-06-04 15:57:10","EMP0199","EMP0161","Completed","2025-06-14 15:57:10","3780.85","680.55","4461.40","Remote Battery","Brand Service Center","Major",False,False,"2025-06-04 15:57:10","2025-06-14 15:57:10"
"MNT000474",15,904,"Window Repair","Low","TV remote not working","2025-03-06 15:57:10","EMP0789","EMP0100","Open","2025-03-14 15:57:10","542.10","97.58","639.68","None","In-house","Minor",False,True,"2025-03-06 15:57:10","2025-03-14 15:57:10"
"MNT000475",33,639,"Lock Repair","Critical","TV remote not working","2025-06-01 15:57:10","EMP0558","EMP0079","Cancelled","2025-06-06 15:57:10","13241.33","2383.44","15624.77","Lock Mechanism","Local Contractor","None",True,True,"2025-06-01 15:57:10","2025-06-06 15:57:10"
"MNT000476",11,109,"Lock Repair","Medium","TV remote not working","2025-08-08 15:57:10","EMP0728","EMP0634","Open","2025-08-09 15:57:10","1961.43","353.06","2314.49","Lock Mechanism","In-house","None",False,True,"2025-08-08 15:57:10","2025-08-09 15:57:10"
"MNT000477",28,2948,"Lock Repair","High","AC not cooling properly","2025-07-23 15:57:10","EMP0618","EMP0116","On Hold","2025-07-24 15:57:10","5676.82","1021.83","6698.65","Door Handle","Local Contractor","Major",False,False,"2025-07-23 15:57:10","2025-07-24 15:57:10"
"MNT000478",27,NULL,"TV/Electronics","High","AC not cooling properly","2025-07-13 15:57:10","EMP0186","EMP0575","On Hold","2025-07-18 15:57:10","7898.77","1421.78","9320.55","Lock Mechanism","In-house","Major",False,True,"2025-07-13 15:57:10","2025-07-18 15:57:10"
"MNT000479",29,447,"Painting","Critical","Bed sheet stains","2025-06-21 15:57:10","EMP0095","EMP0478","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-06-21 15:57:10","2025-08-19 15:57:10"
"MNT000480",49,1244,"AC Repair","High","WiFi connectivity issue","2025-05-01 15:57:10","EMP0033","EMP0529","Completed","2025-05-12 15:57:10","5357.21","964.30","6321.51","Lock Mechanism","Local Contractor","Major",True,False,"2025-05-01 15:57:10","2025-05-12 15:57:10"
"MNT000481",16,685,"Bathroom Fixtures","High","Window blind repair","2025-08-06 15:57:10","EMP0296","EMP0169","On Hold","2025-08-26 15:57:10","2505.42","450.98","2956.40","Paint","Brand Service Center","Minor",True,True,"2025-08-06 15:57:10","2025-08-26 15:57:10"
"MNT000482",13,131,"Geyser Repair","Critical","Mini-bar not working","2025-05-07 15:57:10","EMP0359","EMP0795","Open","2025-05-26 15:57:10","13575.67","2443.62","16019.29","AC Filter","Brand Service Center","Minor",True,True,"2025-05-07 15:57:10","2025-05-26 15:57:10"
"MNT000483",2,NULL,"Furniture Repair","Low","Window blind repair","2025-08-19 15:57:10","EMP0313","EMP0555","In Progress","2025-08-25 15:57:10","1350.45","243.08","1593.53","None","In-house","Major",True,True,"2025-08-19 15:57:10","2025-08-25 15:57:10"
"MNT000484",41,2831,"Electrical","Critical","Geyser not heating water","2025-04-21 15:57:10","EMP0527","EMP0653","Open","2025-04-30 15:57:10","17263.76","3107.48","20371.24","Paint","Local Contractor","None",True,False,"2025-04-21 15:57:10","2025-04-30 15:57:10"
"MNT000485",33,NULL,"Window Repair","Critical","TV remote not working","2025-02-20 15:57:10","EMP0532","EMP0379","In Progress","2025-02-28 15:57:10","7618.55","1371.34","8989.89","Paint","Brand Service Center","Minor",True,True,"2025-02-20 15:57:10","2025-02-28 15:57:10"
"MNT000486",32,NULL,"TV/Electronics","High","Mini-bar not working","2025-03-27 15:57:10","EMP0753","EMP0099","On Hold","2025-03-29 15:57:10","5553.33","999.60","6552.93","Geyser Element","Local Contractor","Major",False,True,"2025-03-27 15:57:10","2025-03-29 15:57:10"
"MNT000487",17,1854,"Pest Control","Low","Carpet cleaning required","2025-06-12 15:57:10","EMP0697","EMP0284","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-06-12 15:57:10","2025-08-19 15:57:10"
"MNT000488",36,NULL,"AC Repair","High","Bathroom exhaust fan noise","2025-08-03 15:57:10","EMP0023","EMP0337","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-08-03 15:57:10","2025-08-19 15:57:10"
"MNT000489",39,NULL,"AC Repair","High","Mini-bar not working","2025-05-27 15:57:10","EMP0539","EMP0791","Completed","2025-06-07 15:57:10","4988.80","897.98","5886.78","Door Handle","Local Contractor","None",True,True,"2025-05-27 15:57:10","2025-06-07 15:57:10"
"MNT000490",45,2118,"Furniture Repair","High","AC not cooling properly","2025-07-28 15:57:10","EMP0117","EMP0140","In Progress","2025-08-05 15:57:10","7495.97","1349.27","8845.24","Lock Mechanism","Brand Service Center","None",False,True,"2025-07-28 15:57:10","2025-08-05 15:57:10"
"MNT000491",20,1485,"Painting","Critical","Geyser not heating water","2025-07-25 15:57:10","EMP0159","EMP0676","Open","2025-08-09 15:57:10","18297.79","3293.60","21591.39","AC Filter","Local Contractor","Minor",False,True,"2025-07-25 15:57:10","2025-08-09 15:57:10"
"MNT000492",46,2609,"Room Cleaning","Low","Light bulb replacement needed","2025-05-15 15:57:10","EMP0080","EMP0273","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-05-15 15:57:10","2025-08-19 15:57:10"
"MNT000493",45,NULL,"Ceiling Fan","Critical","Window blind repair","2025-05-20 15:57:10","EMP0115","EMP0459","In Progress","2025-05-25 15:57:10","3630.60","653.51","4284.11","Geyser Element","In-house","Minor",False,True,"2025-05-20 15:57:10","2025-05-25 15:57:10"
"MNT000494",50,1597,"Ceiling Fan","Low","Paint peeling off walls","2025-07-01 15:57:10","EMP0037","EMP0298","On Hold","2025-07-03 15:57:10","2841.16","511.41","3352.57","Fan Belt","Brand Service Center","Minor",True,False,"2025-07-01 15:57:10","2025-07-03 15:57:10"
"MNT000495",43,2851,"Room Cleaning","Medium","Bathroom exhaust fan noise","2025-04-20 15:57:10","EMP0764","EMP0107","In Progress","2025-05-06 15:57:10","2998.35","539.70","3538.05","Geyser Element","In-house","Major",False,False,"2025-04-20 15:57:10","2025-05-06 15:57:10"
"MNT000496",42,1840,"Lock Repair","High","Geyser not heating water","2025-07-20 15:57:10","EMP0096","EMP0518","Completed","2025-08-08 15:57:10","6187.95","1113.83","7301.78","Geyser Element","Local Contractor","Minor",False,False,"2025-07-20 15:57:10","2025-08-08 15:57:10"
"MNT000497",3,1826,"Bathroom Fixtures","Medium","Paint peeling off walls","2025-03-07 15:57:10","EMP0578","EMP0714","Completed","2025-03-25 15:57:10","2004.56","360.82","2365.38","Tap Washer","Local Contractor","Major",True,False,"2025-03-07 15:57:10","2025-03-25 15:57:10"
"MNT000498",48,2407,"Painting","Critical","Bed sheet stains","2025-02-21 15:57:10","EMP0632","EMP0552","Cancelled","2025-03-13 15:57:10","13312.70","2396.29","15708.99","None","Brand Service Center","Minor",False,False,"2025-02-21 15:57:10","2025-03-13 15:57:10"
"MNT000499",25,1584,"AC Repair","Medium","Light bulb replacement needed","2025-06-23 15:57:10","EMP0303","EMP0487","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-06-23 15:57:10","2025-08-19 15:57:10"
"MNT000500",33,404,"Bathroom Fixtures","Low","Ceiling fan making noise","2025-06-08 15:57:10","EMP0771","EMP0421","On Hold","2025-06-20 15:57:10","1080.28","194.45","1274.73","Geyser Element","In-house","None",True,False,"2025-06-08 15:57:10","2025-06-20 15:57:10"
"MNT000501",2,135,"Furniture Repair","High","Balcony door handle broken","2025-08-15 15:57:10","EMP0124","EMP0189","On Hold","2025-09-05 15:57:10","6951.78","1251.32","8203.10","Lock Mechanism","Local Contractor","None",True,False,"2025-08-15 15:57:10","2025-09-05 15:57:10"
"MNT000502",1,1721,"Electrical","High","Carpet cleaning required","2025-04-14 15:57:10","EMP0646","EMP0792","On Hold","2025-04-18 15:57:10","1375.34","247.56","1622.90","Door Handle","In-house","Major",False,False,"2025-04-14 15:57:10","2025-04-18 15:57:10"
"MNT000503",50,1419,"Pest Control","Low","Window blind repair","2025-07-08 15:57:10","EMP0703","EMP0651","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-07-08 15:57:10","2025-08-19 15:57:10"
"MNT000504",6,979,"Electrical","Medium","Bathroom tap leaking","2025-03-25 15:57:10","EMP0771","EMP0508","Cancelled","2025-04-02 15:57:10","847.91","152.62","1000.53","Paint","In-house","Major",True,True,"2025-03-25 15:57:10","2025-04-02 15:57:10"
"MNT000505",21,NULL,"Painting","Medium","Carpet cleaning required","2025-07-03 15:57:10","EMP0344","EMP0237","Open","2025-07-19 15:57:10","2790.39","502.27","3292.66","Tap Washer","Local Contractor","None",False,True,"2025-07-03 15:57:10","2025-07-19 15:57:10"
"MNT000506",17,942,"Electrical","Low","Mini-bar not working","2025-06-22 15:57:10","EMP0429","EMP0288","Cancelled","2025-06-25 15:57:10","1881.42","338.66","2220.08","Geyser Element","In-house","Minor",False,False,"2025-06-22 15:57:10","2025-06-25 15:57:10"
"MNT000507",23,458,"TV/Electronics","Medium","AC not cooling properly","2025-08-14 15:57:10","EMP0727","EMP0698","On Hold","2025-08-29 15:57:10","2133.86","384.09","2517.95","Light Bulb","In-house","None",False,True,"2025-08-14 15:57:10","2025-08-29 15:57:10"
"MNT000508",4,301,"Carpentry","High","Mini-bar not working","2025-07-16 15:57:10","EMP0758","EMP0392","In Progress","2025-07-26 15:57:10","3956.14","712.11","4668.25","Door Handle","Brand Service Center","Minor",False,False,"2025-07-16 15:57:10","2025-07-26 15:57:10"
"MNT000509",21,717,"Geyser Repair","High","WiFi connectivity issue","2025-06-30 15:57:10","EMP0513","EMP0037","Completed","2025-07-03 15:57:10","4141.44","745.46","4886.90","Lock Mechanism","In-house","Major",False,False,"2025-06-30 15:57:10","2025-07-03 15:57:10"
"MNT000510",50,2031,"Ceiling Fan","High","Carpet cleaning required","2025-05-11 15:57:10","EMP0592","EMP0797","Open","2025-05-25 15:57:10","3349.92","602.99","3952.91","Lock Mechanism","Brand Service Center","Minor",False,True,"2025-05-11 15:57:10","2025-05-25 15:57:10"
"MNT000511",12,NULL,"Carpentry","Medium","Carpet cleaning required","2025-05-20 15:57:10","EMP0800","EMP0521","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-05-20 15:57:10","2025-08-19 15:57:10"
"MNT000512",24,NULL,"Lock Repair","Medium","WiFi connectivity issue","2025-05-27 15:57:10","EMP0041","EMP0532","On Hold","2025-06-03 15:57:10","392.82","70.71","463.53","Fan Belt","In-house","Major",False,True,"2025-05-27 15:57:10","2025-06-03 15:57:10"
"MNT000513",40,1597,"Pest Control","Low","Mini-bar not working","2025-04-15 15:57:10","EMP0277","EMP0017","Open","2025-05-02 15:57:10","637.76","114.80","752.56","Remote Battery","In-house","None",True,False,"2025-04-15 15:57:10","2025-05-02 15:57:10"
"MNT000514",14,2109,"Geyser Repair","Low","Bathroom exhaust fan noise","2025-04-02 15:57:10","EMP0309","EMP0421","Completed","2025-04-03 15:57:10","2639.62","475.13","3114.75","Paint","In-house","Minor",True,False,"2025-04-02 15:57:10","2025-04-03 15:57:10"
"MNT000515",8,2052,"Geyser Repair","Medium","TV remote not working","2025-08-15 15:57:10","EMP0266","EMP0247","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-08-15 15:57:10","2025-08-19 15:57:10"
