"inventory_id","hotel_id","item_name","category","current_stock","minimum_stock","maximum_stock","unit_of_measure","unit_price_inr","total_value_inr","gst_rate_percent","supplier_name","supplier_contact","supplier_gst","last_ordered_date","next_order_date","expiry_date","storage_location","hsn_code","created_at","updated_at"
"INV000096",3,"Hotel Item 96","Room Supplies",1954,293,5471,"sets","1072.95","2096544.30","12.00","Hotel Essentials India","+91-83647-59808","43ABCDE3787Z5F1","2025-05-10","2025-09-11",NULL,"Main Store","392437","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000097",10,"Hotel Item 97","Kitchen Supplies",2998,449,8394,"sets","21.78","65296.44","12.00","Indian Hotel Supplies Ltd","+91-62863-41751","17ABCDE2640Z5F1","2025-04-25","2025-09-28","2028-01-14","Main Store","803251","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000098",12,"Hotel Item 98","Kitchen Supplies",2773,415,7764,"sets","794.77","2203897.21","28.00","Hotel Essentials India","+91-88020-68878","98ABCDE7942Z5F1","2025-07-26","2025-09-07",NULL,"Main Store","848362","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000099",48,"Hotel Item 99","Room Supplies",483,72,1352,"pieces","508.06","245392.98","28.00","Indian Hotel Supplies Ltd","+91-76866-95952","46ABCDE1542Z5F1","2025-07-29","2025-09-26","2026-01-30","Housekeeping Store","563085","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000100",16,"Hotel Item 100","Bathroom Supplies",166,24,464,"bottles","295.75","49094.50","5.00","Indian Hotel Supplies Ltd","+91-95309-95788","49ABCDE5727Z5F1","2025-06-27","2025-09-23","2025-11-24","Kitchen Store","900989","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000101",6,"Hotel Item 101","Room Supplies",2420,363,6776,"units","422.15","1021603.00","5.00","Hotel Essentials India","+91-77310-53973","12ABCDE4224Z5F1","2025-05-23","2025-09-01","2028-06-06","Kitchen Store","860157","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000102",36,"Hotel Item 102","Room Supplies",1426,213,3992,"rolls","1160.92","1655471.92","5.00","Indian Hotel Supplies Ltd","+91-67317-87869","84ABCDE4228Z5F1","2025-07-17","2025-09-14",NULL,"Main Store","449857","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000103",15,"Hotel Item 103","Amenities",2375,356,6650,"rolls","33.84","80370.00","18.00","Indian Hotel Supplies Ltd","+91-65397-33416","68ABCDE4595Z5F1","2025-05-26","2025-09-03","2028-03-28","Housekeeping Store","627356","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000104",15,"Hotel Item 104","Kitchen Supplies",732,109,2049,"units","875.08","640558.56","12.00","Hotel Essentials India","+91-79632-86475","95ABCDE6061Z5F1","2025-06-23","2025-09-09","2027-01-18","Main Store","943949","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000105",24,"Hotel Item 105","Room Supplies",2621,393,7338,"bottles","1494.78","3917818.38","18.00","Indian Hotel Supplies Ltd","+91-91161-74181","56ABCDE6714Z5F1","2025-06-06","2025-09-30","2027-06-24","Kitchen Store","493181","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000106",31,"Hotel Item 106","Bathroom Supplies",2752,412,7705,"pieces","753.36","2073246.72","18.00","Hotel Essentials India","+91-81431-25572","70ABCDE9779Z5F1","2025-06-23","2025-09-24","2027-02-20","Main Store","512246","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000107",38,"Hotel Item 107","Amenities",2697,404,7551,"units","671.08","1809902.76","18.00","Hotel Essentials India","+91-83862-90707","38ABCDE8187Z5F1","2025-06-23","2025-08-31","2026-05-26","Main Store","471752","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000108",6,"Hotel Item 108","Bathroom Supplies",1258,188,3522,"rolls","198.28","249436.24","18.00","Hotel Essentials India","+91-96723-51506","53ABCDE3106Z5F1","2025-07-07","2025-09-09","2028-05-25","Kitchen Store","401945","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000109",21,"Hotel Item 109","Amenities",2998,449,8394,"units","1164.14","3490091.72","12.00","Indian Hotel Supplies Ltd","+91-99250-10931","35ABCDE4087Z5F1","2025-05-22","2025-09-08","2028-07-23","Housekeeping Store","740113","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000110",14,"Hotel Item 110","Room Supplies",1709,256,4785,"sets","697.23","1191566.07","12.00","Indian Hotel Supplies Ltd","+91-94294-73095","25ABCDE5618Z5F1","2025-08-13","2025-09-21",NULL,"Main Store","128826","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000111",7,"Hotel Item 111","Amenities",1820,273,5096,"sets","254.75","463645.00","18.00","Indian Hotel Supplies Ltd","+91-66688-71835","87ABCDE1692Z5F1","2025-07-24","2025-08-28","2026-02-24","Housekeeping Store","533557","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000112",38,"Hotel Item 112","Bathroom Supplies",1027,154,2875,"rolls","362.61","372400.47","28.00","Hotel Essentials India","+91-72351-80009","99ABCDE2855Z5F1","2025-06-03","2025-08-21",NULL,"Main Store","629493","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000113",22,"Hotel Item 113","Kitchen Supplies",2404,360,6731,"bottles","1468.29","3529769.16","5.00","Hotel Essentials India","+91-66101-84850","32ABCDE6269Z5F1","2025-04-22","2025-08-29",NULL,"Main Store","300677","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000114",9,"Hotel Item 114","Room Supplies",508,76,1422,"rolls","399.36","202874.88","18.00","Hotel Essentials India","+91-72057-46823","21ABCDE1920Z5F1","2025-06-11","2025-09-16","2027-07-13","Housekeeping Store","453421","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000115",40,"Hotel Item 115","Bathroom Supplies",55,8,154,"packets","1021.72","56194.60","18.00","Indian Hotel Supplies Ltd","+91-82807-29149","45ABCDE5002Z5F1","2025-05-19","2025-09-09","2028-04-13","Kitchen Store","956964","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000116",14,"Hotel Item 116","Room Supplies",752,112,2105,"pieces","1450.78","1090986.56","18.00","Indian Hotel Supplies Ltd","+91-98235-55703","31ABCDE5021Z5F1","2025-06-11","2025-09-14","2026-12-01","Housekeeping Store","526996","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000117",14,"Hotel Item 117","Kitchen Supplies",914,137,2559,"rolls","1326.07","1212027.98","18.00","Hotel Essentials India","+91-83309-43492","43ABCDE2897Z5F1","2025-04-29","2025-09-12",NULL,"Main Store","226535","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000118",39,"Hotel Item 118","Amenities",150,22,420,"units","1299.99","194998.50","12.00","Indian Hotel Supplies Ltd","+91-95242-62056","43ABCDE2064Z5F1","2025-06-15","2025-09-18","2026-12-14","Main Store","599895","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000119",4,"Hotel Item 119","Kitchen Supplies",507,76,1419,"bottles","879.46","445886.22","5.00","Hotel Essentials India","+91-87220-30119","94ABCDE1109Z5F1","2025-05-24","2025-08-23","2027-07-16","Main Store","751188","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000120",20,"Hotel Item 120","Bathroom Supplies",1931,289,5406,"units","163.02","314791.62","18.00","Hotel Essentials India","+91-86072-88615","75ABCDE1374Z5F1","2025-04-24","2025-09-26","2027-12-27","Housekeeping Store","654287","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000121",19,"Hotel Item 121","Bathroom Supplies",2565,384,7181,"sets","1428.26","3663486.90","18.00","Hotel Essentials India","+91-95519-64432","47ABCDE9280Z5F1","2025-06-29","2025-09-10",NULL,"Main Store","441285","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000122",18,"Hotel Item 122","Bathroom Supplies",487,73,1363,"sets","140.42","68384.54","5.00","Hotel Essentials India","+91-69540-87753","95ABCDE4971Z5F1","2025-04-24","2025-09-02","2025-11-28","Main Store","382521","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000123",25,"Hotel Item 123","Room Supplies",1466,219,4104,"rolls","105.34","154428.44","28.00","Hotel Essentials India","+91-71700-55926","65ABCDE7663Z5F1","2025-08-17","2025-08-25","2028-05-15","Housekeeping Store","386910","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000124",20,"Hotel Item 124","Kitchen Supplies",1718,257,4810,"units","1305.71","2243209.78","18.00","Hotel Essentials India","+91-93892-16851","58ABCDE7579Z5F1","2025-08-01","2025-08-26","2026-10-22","Housekeeping Store","401774","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000125",4,"Hotel Item 125","Kitchen Supplies",2477,371,6935,"packets","174.18","431443.86","28.00","Hotel Essentials India","+91-83090-41842","70ABCDE8304Z5F1","2025-05-19","2025-09-28","2026-10-22","Kitchen Store","600261","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000126",8,"Hotel Item 126","Amenities",1521,228,4258,"pieces","1257.73","1913007.33","12.00","Hotel Essentials India","+91-98697-74408","25ABCDE5818Z5F1","2025-06-22","2025-09-12","2027-05-31","Main Store","820346","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000127",29,"Hotel Item 127","Room Supplies",326,48,912,"packets","322.82","105239.32","5.00","Indian Hotel Supplies Ltd","+91-82339-28951","21ABCDE3058Z5F1","2025-08-13","2025-08-20","2027-07-13","Main Store","103923","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000128",32,"Hotel Item 128","Kitchen Supplies",1859,278,5205,"units","1212.75","2254502.25","5.00","Hotel Essentials India","+91-61217-84319","55ABCDE1982Z5F1","2025-05-02","2025-10-01","2027-02-15","Main Store","235145","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000129",6,"Hotel Item 129","Bathroom Supplies",440,66,1232,"rolls","1044.83","459725.20","18.00","Hotel Essentials India","+91-78080-93210","58ABCDE8077Z5F1","2025-06-28","2025-08-30","2027-10-10","Main Store","103659","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000130",23,"Hotel Item 130","Amenities",211,31,590,"sets","1321.94","278929.34","28.00","Hotel Essentials India","+91-86569-70924","14ABCDE6955Z5F1","2025-05-21","2025-09-08",NULL,"Main Store","534572","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000131",49,"Hotel Item 131","Kitchen Supplies",2692,403,7537,"sets","764.53","2058114.76","5.00","Hotel Essentials India","+91-63337-98153","70ABCDE8943Z5F1","2025-06-27","2025-09-21",NULL,"Housekeeping Store","926125","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000132",24,"Hotel Item 132","Room Supplies",2357,353,6599,"sets","1042.66","2457549.62","28.00","Indian Hotel Supplies Ltd","+91-66946-79473","43ABCDE7515Z5F1","2025-06-05","2025-08-24","2026-12-25","Kitchen Store","508559","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000133",48,"Hotel Item 133","Kitchen Supplies",1655,248,4634,"units","78.80","130414.00","5.00","Indian Hotel Supplies Ltd","+91-76364-97851","54ABCDE9811Z5F1","2025-05-15","2025-09-23",NULL,"Kitchen Store","475217","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000134",24,"Hotel Item 134","Bathroom Supplies",2282,342,6389,"rolls","998.50","2278577.00","12.00","Indian Hotel Supplies Ltd","+91-82112-73755","15ABCDE3228Z5F1","2025-08-10","2025-08-30","2026-05-07","Main Store","877269","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000135",46,"Hotel Item 135","Bathroom Supplies",470,70,1316,"units","187.55","88148.50","12.00","Hotel Essentials India","+91-93021-79854","17ABCDE3607Z5F1","2025-05-14","2025-09-01","2028-07-26","Housekeeping Store","900326","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000136",26,"Hotel Item 136","Bathroom Supplies",1827,274,5115,"units","133.84","244525.68","28.00","Indian Hotel Supplies Ltd","+91-81710-42822","57ABCDE2592Z5F1","2025-06-15","2025-09-15",NULL,"Main Store","162798","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000137",27,"Hotel Item 137","Bathroom Supplies",523,78,1464,"packets","1355.61","708984.03","12.00","Hotel Essentials India","+91-84099-21162","78ABCDE8378Z5F1","2025-06-25","2025-09-28",NULL,"Kitchen Store","986289","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000138",41,"Hotel Item 138","Kitchen Supplies",648,97,1814,"sets","657.06","425774.88","28.00","Hotel Essentials India","+91-89186-88462","24ABCDE4662Z5F1","2025-05-13","2025-08-28","2027-08-11","Main Store","970997","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000139",2,"Hotel Item 139","Amenities",399,59,1117,"sets","538.82","214989.18","12.00","Hotel Essentials India","+91-98135-12074","93ABCDE8678Z5F1","2025-07-10","2025-09-15","2025-11-22","Housekeeping Store","516917","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000140",40,"Hotel Item 140","Kitchen Supplies",167,25,467,"units","597.11","99717.37","5.00","Hotel Essentials India","+91-89291-89463","44ABCDE8089Z5F1","2025-05-11","2025-08-26","2026-11-27","Main Store","263670","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000141",14,"Hotel Item 141","Bathroom Supplies",1387,208,3883,"pieces","582.56","808010.72","18.00","Hotel Essentials India","+91-77436-48085","76ABCDE3339Z5F1","2025-07-20","2025-09-02","2027-08-10","Kitchen Store","616458","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000142",27,"Hotel Item 142","Bathroom Supplies",1501,225,4202,"bottles","392.07","588497.07","28.00","Indian Hotel Supplies Ltd","+91-75599-11007","22ABCDE5745Z5F1","2025-05-30","2025-09-04",NULL,"Main Store","487386","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000143",45,"Hotel Item 143","Kitchen Supplies",684,102,1915,"sets","314.12","214858.08","18.00","Hotel Essentials India","+91-76366-25386","65ABCDE4121Z5F1","2025-07-26","2025-09-08","2027-07-20","Kitchen Store","185992","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000144",45,"Hotel Item 144","Kitchen Supplies",1345,201,3765,"sets","1304.82","1754982.90","28.00","Hotel Essentials India","+91-99722-11348","94ABCDE6940Z5F1","2025-04-25","2025-09-18","2028-03-28","Kitchen Store","942545","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000145",21,"Hotel Item 145","Amenities",133,19,372,"pieces","1407.50","187197.50","5.00","Hotel Essentials India","+91-69645-21172","75ABCDE4849Z5F1","2025-06-28","2025-09-13","2027-08-04","Housekeeping Store","985365","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000146",10,"Hotel Item 146","Kitchen Supplies",1565,234,4382,"rolls","1277.50","1999287.50","18.00","Indian Hotel Supplies Ltd","+91-66351-63957","53ABCDE2433Z5F1","2025-07-12","2025-08-26",NULL,"Kitchen Store","341969","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000147",35,"Hotel Item 147","Bathroom Supplies",895,134,2506,"rolls","94.17","84282.15","12.00","Hotel Essentials India","+91-61821-33189","99ABCDE2176Z5F1","2025-04-23","2025-09-11","2027-01-16","Housekeeping Store","232871","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000148",26,"Hotel Item 148","Room Supplies",2298,344,6434,"bottles","1452.77","3338465.46","5.00","Hotel Essentials India","+91-96968-35508","50ABCDE4660Z5F1","2025-07-03","2025-10-02","2027-12-23","Kitchen Store","623337","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000149",15,"Hotel Item 149","Room Supplies",2582,387,7229,"packets","848.10","2189794.20","28.00","Hotel Essentials India","+91-96700-67005","52ABCDE7913Z5F1","2025-07-18","2025-09-23","2026-11-16","Housekeeping Store","792881","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000150",34,"Hotel Item 150","Amenities",792,118,2217,"pieces","1103.17","873710.64","5.00","Hotel Essentials India","+91-79999-74754","62ABCDE9677Z5F1","2025-06-10","2025-08-26","2026-12-18","Kitchen Store","509328","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000151",30,"Hotel Item 151","Kitchen Supplies",224,33,627,"rolls","167.71","37567.04","5.00","Indian Hotel Supplies Ltd","+91-77002-99858","74ABCDE4213Z5F1","2025-04-24","2025-08-22",NULL,"Housekeeping Store","806471","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000152",44,"Hotel Item 152","Bathroom Supplies",740,111,2072,"rolls","42.11","31161.40","5.00","Hotel Essentials India","+91-94974-70594","78ABCDE2006Z5F1","2025-05-17","2025-09-20",NULL,"Kitchen Store","211474","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000153",9,"Hotel Item 153","Room Supplies",2345,351,6566,"units","1191.07","2793059.15","5.00","Hotel Essentials India","+91-78010-96861","46ABCDE5795Z5F1","2025-04-23","2025-09-30",NULL,"Kitchen Store","613238","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000154",32,"Hotel Item 154","Kitchen Supplies",2595,389,7265,"sets","589.36","1529389.20","18.00","Hotel Essentials India","+91-66572-10479","23ABCDE8175Z5F1","2025-05-18","2025-09-30",NULL,"Main Store","246250","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000155",32,"Hotel Item 155","Bathroom Supplies",383,57,1072,"packets","83.03","31800.49","18.00","Indian Hotel Supplies Ltd","+91-84667-42887","94ABCDE3570Z5F1","2025-06-18","2025-08-23","2028-07-11","Housekeeping Store","132730","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000156",24,"Hotel Item 156","Amenities",254,38,711,"sets","276.12","70134.48","18.00","Hotel Essentials India","+91-75447-56905","41ABCDE8407Z5F1","2025-06-17","2025-09-04","2026-11-05","Kitchen Store","671720","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000157",21,"Hotel Item 157","Amenities",2559,383,7165,"bottles","1496.51","3829569.09","5.00","Hotel Essentials India","+91-74018-42293","84ABCDE7820Z5F1","2025-07-30","2025-08-22","2027-05-27","Housekeeping Store","347655","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000158",46,"Hotel Item 158","Amenities",1894,284,5303,"rolls","402.09","761558.46","5.00","Indian Hotel Supplies Ltd","+91-71814-72787","81ABCDE9898Z5F1","2025-08-01","2025-09-17","2027-12-23","Main Store","486259","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000159",26,"Hotel Item 159","Room Supplies",1996,299,5588,"sets","309.66","618081.36","28.00","Hotel Essentials India","+91-64214-57180","94ABCDE4807Z5F1","2025-06-21","2025-08-27",NULL,"Kitchen Store","281261","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000160",18,"Hotel Item 160","Amenities",1931,289,5406,"rolls","561.46","1084179.26","18.00","Hotel Essentials India","+91-71281-28210","79ABCDE7806Z5F1","2025-08-09","2025-09-04","2026-08-11","Kitchen Store","591996","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000161",15,"Hotel Item 161","Amenities",2386,357,6680,"units","806.54","1924404.44","28.00","Indian Hotel Supplies Ltd","+91-84626-62271","32ABCDE5854Z5F1","2025-05-04","2025-09-16","2027-06-28","Main Store","953683","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000162",26,"Hotel Item 162","Bathroom Supplies",2106,315,5896,"sets","397.07","836229.42","5.00","Indian Hotel Supplies Ltd","+91-94583-29181","81ABCDE6553Z5F1","2025-07-09","2025-08-26",NULL,"Housekeeping Store","101091","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000163",23,"Hotel Item 163","Amenities",2164,324,6059,"packets","1035.72","2241298.08","12.00","Hotel Essentials India","+91-86832-66533","54ABCDE4042Z5F1","2025-08-16","2025-09-22",NULL,"Main Store","579415","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000164",37,"Hotel Item 164","Room Supplies",2556,383,7156,"units","506.01","1293361.56","18.00","Hotel Essentials India","+91-72024-67856","55ABCDE1972Z5F1","2025-05-15","2025-08-22","2027-08-13","Kitchen Store","805596","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000165",26,"Hotel Item 165","Amenities",1468,220,4110,"packets","816.58","1198739.44","5.00","Hotel Essentials India","+91-91798-91978","80ABCDE6335Z5F1","2025-06-01","2025-08-28","2027-02-14","Kitchen Store","878277","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000166",6,"Hotel Item 166","Bathroom Supplies",2119,317,5933,"packets","563.77","1194628.63","12.00","Hotel Essentials India","+91-81653-35985","71ABCDE2486Z5F1","2025-05-30","2025-08-23","2025-11-28","Main Store","528385","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000167",42,"Hotel Item 167","Amenities",1455,218,4073,"sets","1160.82","1688993.10","5.00","Indian Hotel Supplies Ltd","+91-95900-61603","46ABCDE4936Z5F1","2025-05-15","2025-08-24","2028-06-13","Main Store","702235","2025-08-19 00:00:00","2025-08-19 00:00:00"
